,id,name,carb,protein,fat,salt,kcal
24223,R01536,"닭고기, 살코기, 삶은것",0.1,27.8,2.6,62,143
24224,R01537,"닭고기, 살코기, 튀긴것(튀김옷)",9.42,22.54,17.35,292,289
24225,R01538,"닭고기, 성계, 생것",0.1,19,10.6,66,177
24226,R01539,"닭고기, 영계, 삶은것",0,26.1,15,74,247
24227,R01540,"닭고기, 오골계, 생것",0.1,19,6.1,80,137
24228,R01541,"닭고기, 토종, 생것",0.2,22,2.6,63,118
24229,R01542,"닭고기, 토종, 껍질",0,12.6,31.6,58,339
24230,R01543,"닭고기, 토종, 가슴",0.5,23.1,0.7,54,107
24231,R01544,"닭고기, 토종, 날개",0.8,20.4,3.5,51,122
24232,R01545,"닭고기, 토종, 다리",0.9,18.9,4.9,72,128
24233,R01546,"닭고기, 토종, 살코기",2.8,20,1.3,73,108
24234,R01547,"닭 부산물, 간, 생것",0.1,18.8,3.9,92,116
24235,R01548,"닭 부산물, 간, 삶은것",0.87,24.46,6.51,76,167
24236,R01549,"닭 부산물, 모래주머니, 생것",0,16.87,1.41,42,85
24237,R01550,"닭 부산물, 모래주머니, 구운것(오븐)",0,26.78,2,57,132
24238,R01551,"닭 부산물, 심장, 생것",0,14.5,15.5,85,207
24239,R01552,"닭 부산물, 심장, 삶은것",0.1,26.41,7.92,48,185
24240,R01553,"닭 부산물, 닭발, 삶은것",0.2,19.4,14.6,67,215
24241,R01554,닭뼈 육수,0,1.1,0.2,30,7
24242,R01555,닭 육수,0,1.3,0.7,13,12
24243,R01557,"돼지고기, 갈비, 생것",0,17.77,17.06,64,230
24244,R01558,"돼지고기, 갈비, 삶은것",0,26.51,19.54,45,289
24245,R01559,"돼지고기, 갈비, 구운것(팬)",0,24.83,17.59,79,265
24246,R01560,"돼지고기, 갈비(갈비살), 생것",0,18.7,13.59,50,202
24247,R01562,"돼지고기, 뒷다리, 생것",0,21.3,3.34,57,121
24248,R01563,"돼지고기, 뒷다리, 삶은것",0,30.63,8.7,42,209
24249,R01564,"돼지고기, 뒷다리, 구운것(팬)",0,30.21,8.93,63,210
24250,R01565,"돼지고기, 등심, 생것",0,24.03,3.6,39,135
24251,R01566,"돼지고기, 등심, 삶은것",0,35.08,5.94,28,203
24252,R01567,"돼지고기, 등심, 구운것(팬)",0,32.06,5.18,49,184
24253,R01568,"돼지고기, 목심(목심살), 생것",0,17.21,16.36,51,221
24254,R01569,"돼지고기, 목심(목심살), 삶은것",0,25.43,18.56,42,276
24255,R01570,"돼지고기, 목심(목심살), 구운것(팬)",0,24.06,17.23,65,258
24256,R01571,"돼지고기, 사태, 생것",0,19.78,7.72,71,154
24257,R01572,"돼지고기, 사태, 삶은것",0,29.14,8.46,54,201
24258,R01573,"돼지고기, 사태, 구운것(팬)",0,28.47,9.74,99,209
24259,R01574,"돼지고기, 살코기, 생것",0,19.78,11.25,49,186
24260,R01575,"돼지고기, 삼겹살(삼겹살), 생것",0,13.27,35.7,55,379
24261,R01576,"돼지고기, 삼겹살(삼겹살), 삶은것",0,19.58,36.64,40,414
24262,R01577,"돼지고기, 삼겹살(삼겹살), 구운것(팬)",0,22.78,41.2,80,469
24263,R01578,"돼지고기, 안심(안심살), 생것",0,22.21,3.15,46,123
24264,R01579,"돼지고기, 안심(안심살), 삶은것",0,32.32,4.31,37,177
24265,R01580,"돼지고기, 안심(안심살), 구운것(팬)",0,30.23,4.76,57,172
24266,R01581,"돼지고기, 앞다리(꾸리살), 생것",0,18.84,5.91,48,134
24267,R01582,"돼지고기, 뒷다리(도가니살), 생것",0,21.29,4.23,46,129
24268,R01583,"돼지고기, 뒷다리(뒷사태살), 생것",0,20.51,5.11,48,134
24269,R01584,"돼지고기, 뒷다리(보섭살), 생것",0,21.13,5.14,45,137
24270,R01585,"돼지고기, 뒷다리(볼기살), 생것",0,20.79,4.81,51,132
24271,R01586,"돼지고기, 뒷다리(설깃살), 생것",0,20.9,5.39,49,138
24272,R01587,"돼지고기, 뒷다리(홍두깨살), 생것",0,20.03,5.44,43,135
24273,R01588,"돼지고기, 등심(등심덧살), 생것",0,17.51,13.74,52,199
24274,R01589,"돼지고기, 등심(알등심살), 생것",0,22.9,5.13,45,144
24275,R01590,"돼지고기, 앞다리(부채살), 생것",0,20.09,7.18,54,151
24276,R01591,"돼지고기, 앞다리(앞사태살), 생것",0,20.82,4.68,62,131
24277,R01592,"돼지고기, 삼겹살(갈매기살), 생것",0,17.92,12.16,56,186
24278,R01593,"돼지고기, 삼겹살(등갈비), 생것",0,17.88,17.19,52,231
24279,R01594,"돼지고기, 삼겹살(토시살), 생것",0,20.46,5.82,59,140
24280,R01595,"돼지고기, 삼겹살(오돌삼겹), 생것",0,17.12,26.89,102,316
24281,R01596,"돼지고기, 앞다리(앞다리살), 생것",0,20.56,7.92,50,159
24282,R01597,"돼지고기, 앞다리(항정살), 생것",0,17.98,24.52,50,298
24283,R01598,"돼지고기, 앞다리(주걱살), 생것",0,20.49,6.13,41,143
24284,R01599,"돼지 부산물, 간, 생것",2.6,18.7,3.9,75,125
24285,R01600,"돼지 부산물, 간, 삶은것",3.76,26.02,4.4,49,165
24286,R01601,"돼지 부산물, 대장, 생것",0,8.7,20.2,21,219
24287,R01602,"돼지 부산물, 대장, 삶은것",0,11.7,13.8,21,179
24288,R01603,"돼지 부산물, 맹장, 생것",0,10.8,34.6,54,358
24289,R01604,"돼지 부산물, 머리고기, 생것",0.2,20.6,20.3,448,272
24290,R01605,"돼지 부산물, 비장, 생것",0,18,1,92,86
24291,R01606,"돼지 부산물, 소장(곱창), 생것",0,11.9,2.2,54,71
24292,R01607,"돼지 부산물, 소장(곱창), 삶은것",0,14,11.9,13,171
24293,R01608,"돼지 부산물, 신장, 생것",1.2,16.7,3.7,114,109
24294,R01609,"돼지 부산물, 신장, 삶은것",0,25.4,4.7,80,151
24295,R01610,"돼지 부산물, 심장, 생것",0,18,4,133,113
24296,R01611,"돼지 부산물, 심장, 삶은것",0.4,23.6,5.05,35,148
24297,R01612,"돼지 부산물, 위, 생것",0,17.3,4.1,121,111
24298,R01613,"돼지 부산물, 자궁, 생것",0,15.4,0.8,195,73
24299,R01614,"돼지 부산물, 족발, 생것",0,23.16,12.59,132,212
24300,R01615,"돼지 부산물, 족발, 삶은것",0,21.94,16.05,73,238
24301,R01616,"돼지 부산물, 족발, 조미, 삶은것",0,28.91,11.65,332,220
24302,R01617,"돼지 부산물, 직장, 생것",0,9.9,32.1,73,332
24303,R01618,"돼지 부산물, 췌장, 생것",0,20.7,7.1,85,152
24304,R01619,"돼지 부산물, 허파, 생것",0,14.08,2.72,153,85
24305,R01620,"돼지 부산물, 허파, 삶은것",0,16.6,3.1,81,99
24306,R01621,"소시지, 말린것",2.1,25.4,43,1400,497
24307,R01622,"소시지, 리용소시지",3.7,14.9,13.1,910,192
24308,R01623,"소시지, 볼로냐소시지",2.9,12.5,21,830,251
24309,R01624,"소시지, 위너(비엔나)소시지",9.35,15.27,16.91,732,254
24310,R01625,"소시지, 이탈리안소시지",0.65,14.25,31.33,731,346
24311,R01626,"소시지, 프랑크푸르트소시지",5.9,14.41,17.7,795,244
24312,R01627,"햄, 등심햄",1.97,20.66,3.34,759,126
24313,R01628,"햄, 런천미트햄",7.92,15.43,11.53,778,201
24314,R01632,"햄, 슬라이스햄",2.3,17.01,12.82,703,193
24315,R01634,"포크커틀릿, 냉동",21,9.4,18.2,345,286
24316,R01635,"포크커틀릿, 냉동, 튀긴것",21.2,16.6,23.7,166,367
24317,R01636,"돼지불고기, 생것",2.4,14.1,6.9,330,132
24318,R01638,"베이컨, 구운것",1.35,35.73,43.27,2193,548
24319,R01640,"순대, 찐것",19.5,6.5,8.5,340,180
24320,R01641,"메추리고기, 생것",0.1,20.5,12.9,35,208
24321,R01642,"멧돼지고기, 생것",0.5,18.8,19.8,45,268
24322,R01643,"멧돼지고기, 앞다리, 생것",0,21.5,10.7,55,188
24323,R01644,"소고기, 미국산, 갈비, 구운것(오븐)",0,22.57,33.7,65,400
24324,R01645,"소고기, 미국산, 목심(목심살), 생것",0,16.98,21.31,67,265
24325,R01646,"소고기, 미국산, 목심(목심살), 삶은것",0,26.37,27.26,64,359
24326,R01647,"소고기, 미국산, 사태, 끓인것",0,33.68,6.36,64,201
24327,R01648,"소고기, 미국산, 설도, 구운것(석쇠)",0,28.45,4.67,38,164
24328,R01649,"소고기, 미국산, 안심(안심살), 구운것",0,26.46,17.12,54,267
24329,R01650,"소고기, 한우, 갈비, 생것",1.9,16.5,24.4,127,298
24330,R01651,"소고기, 한우, 등심, 생것",0,15.61,26.3,56,304
24331,R01652,"소고기, 한우, 등심, 삶은것",0,25.2,26.63,33,348
24332,R01653,"소고기, 한우, 등심, 구운것(팬)",0,18.9,33.99,59,387
24333,R01654,"소고기, 한우(1등급), 살코기, 생것",0,18.62,14.09,49,207
24334,R01655,"소고기, 한우, 양지, 생것",0,18.58,18.59,55,247
24335,R01656,"소고기, 한우, 양지, 삶은것",0,33.09,14.05,38,268
24336,R01657,"소고기, 한우, 양지, 구운것(팬)",0,25.6,21.32,74,302
24337,R01658,"소고기, 한우, 채끝(채끝살), 생것",0.2,17.1,5.6,63,124
24338,R01659,"소고기, 한우(1++등급), 등심, 생것",0,16.9,22.8,43,278
24339,R01660,"소고기, 한우(1++등급), 목심(목심살), 생것",0,18.8,15.3,60,218
24340,R01661,"소고기, 한우(1++등급), 설도(보섭살), 생것",0,19.7,13.3,82,204
24341,R01662,"소고기, 한우(1++등급), 설도(설깃살), 생것",0,19.5,12.5,80,196
24342,R01663,"소고기, 한우(1++등급), 앞다리(꾸리살), 생것",0,19.5,9.3,70,167
24343,R01664,"소고기, 한우(1++등급), 우둔(우둔살), 생것",0,20.6,9.2,48,171
24344,R01665,"소고기, 한우(1++등급), 우둔(홍두깨살), 생것",0,21.2,7.8,62,161
24345,R01666,"소고기, 한우(1++등급), 양지(양지머리), 생것",0,19.1,12.9,104,198
24346,R01667,"소고기, 한우(1++등급), 양지(업진살), 생것",0,17.8,19.6,101,253
24347,R01668,"소고기, 한우(1++등급), 채끝(채끝살), 생것",0,17.8,21,48,265
24348,R01669,"소고기, 한우(3등급), 등심, 생것",0,21.3,2.9,49,117
24349,R01670,"소고기, 한우(3등급), 목심(목심살), 생것",0,21.4,1.2,69,102
24350,R01671,"소고기, 한우(3등급), 설도(보섭살), 생것",0,22.2,1.5,104,108
24351,R01672,"소고기, 한우(3등급), 설도(설깃살), 생것",0,22.2,1,83,104
24352,R01673,"소고기, 한우(3등급), 앞다리(꾸리살), 생것",0,21.5,1.2,77,103
24353,R01674,"소고기, 한우(3등급), 우둔(우둔살), 생것",0,22.8,1.1,58,107
24354,R01675,"소고기, 한우(3등급), 우둔(홍두깨살), 생것",0,22.5,1,61,105
24355,R01676,"소고기, 한우(3등급), 양지(양지머리), 생것",0,21.4,1.5,125,105
24356,R01677,"소고기, 한우(3등급), 양지(업진살), 생것",0,21.7,2.1,86,112
24357,R01678,"소고기, 한우(3등급), 채끝(채끝살), 생것",0,22.4,2,62,114
24358,R01679,"소고기, 한우(1등급), 목심(목심살), 생것",0,21.6,10.69,61,189
24359,R01680,"소고기, 한우(1등급), 설도(보섭살), 생것",0,21.75,7.57,49,161
24360,R01681,"소고기, 한우(1등급), 설도(설깃살), 생것",0,21.09,12.22,51,200
24361,R01682,"소고기, 한우(1등급), 안심(안심살), 생것",0,19.17,13.14,45,200
24362,R01683,"소고기, 한우(1등급), 앞다리(꾸리살), 생것",0,20.61,7.43,58,155
24363,R01684,"소고기, 한우(1등급), 우둔(우둔살), 생것",0,23.08,7.29,51,164
24364,R01685,"소고기, 한우(1등급), 우둔(홍두깨살), 생것",0,22.66,5.38,46,145
24365,R01686,"소고기, 한우(1등급), 양지(양지머리), 생것",0,21.16,10.49,57,185
24366,R01687,"소고기, 한우(1등급), 양지(업진살), 생것",0,21.15,17.87,55,251
24367,R01688,"소고기, 한우(1등급), 채끝(채끝살), 생것",0,17.59,15.79,47,218
24368,R01689,"소고기, 한우(1등급), 앞다리(부채살), 생것",0,20.7,19.14,58,261
24369,R01690,"소고기, 한우(1등급), 앞다리(앞다리살), 생것",0,21.53,9.38,54,177
24370,R01691,"소고기, 한우(1등급), 갈비(꽃갈비), 생것",0,15.35,35.25,47,383
24371,R01692,"소고기, 한우(1등급), 갈비(본갈비), 생것",0,16.94,25.61,48,303
24372,R01693,"소고기, 한우(1등급), 갈비(안창살), 생것",0,15.46,24.16,44,284
24373,R01694,"소고기, 한우(1등급), 갈비(제비추리), 생것",0,21.95,9.06,49,175
24374,R01695,"소고기, 한우(1등급), 갈비(참갈비), 생것",0,15.89,35.76,46,390
24375,R01696,"소고기, 한우(1등급), 갈비(토시살), 생것",0,19.63,20.02,46,264
24376,R01697,"소고기, 한우(1등급), 등심(꽃등심살), 생것",0,17.76,27.73,42,326
24377,R01698,"소고기, 한우(1등급), 등심(살치살), 생것",0,16.68,26.39,47,309
24378,R01699,"소고기, 한우(1등급), 등심(아래등심살), 생것",0,17.79,19.96,44,256
24379,R01700,"소고기, 한우(1등급), 등심(윗등심살), 생것",0,20.05,23.89,51,301
24380,R01701,"소고기, 한우(1등급), 사태(뒷사태), 생것",0,22.93,5.85,67,151
24381,R01702,"소고기, 한우(1등급), 사태(뭉치사태), 생것",0,24.04,4.86,57,146
24382,R01703,"소고기, 한우(1등급), 사태(상박살), 생것",0,21.38,8.17,59,165
24383,R01704,"소고기, 한우(1등급), 사태(아롱사태), 생것",0,21.47,18.27,66,256
24384,R01705,"소고기, 한우(1등급), 사태(앞사태), 생것",0,23.1,5.24,66,146
24385,R01706,"소고기, 한우(1등급), 설도(도가니살), 생것",0,20.37,8.14,52,160
24386,R01707,"소고기, 한우(1등급), 설도(삼각살), 생것",0,21.01,14.52,49,221
24387,R01708,"소고기, 한우(1등급), 설도(설깃머리살), 생것",0,20.21,11.84,50,193
24388,R01709,"소고기, 한우(1등급), 앞다리(갈비덧살), 생것",0,20.39,10.73,51,184
24389,R01710,"소고기, 한우(1등급), 앞다리(부채덮개살), 생것",0,21.39,6.34,68,149
24390,R01711,"소고기, 한우(1등급), 양지(앞치마살), 생것",0,18.69,22.65,47,284
24391,R01712,"소고기, 한우(1등급), 양지(업진안살), 생것",0,17.76,16.07,47,221
24392,R01713,"소고기, 한우(1등급), 양지(차돌박이), 생것",0,16.45,35.94,66,394
24393,R01714,"소고기, 한우(1등급), 양지(치마살), 생것",0,21.8,13.75,46,217
24394,R01715,"소고기, 한우(1등급), 양지(치마양지), 생것",0,22.27,9.34,65,179
24395,R01716,"소 부산물, 간, 생것",2.2,19,4.6,65,131
24396,R01717,"소 부산물, 골, 생것",1.7,9.3,8.2,154,120
24397,R01718,"소 부산물, 꼬리, 생것",0,17.4,19,42,246
24398,R01719,"소 부산물, 선지(피), 생것",2.2,10.1,0,598,52
24399,R01720,"소 부산물, 소장(곱창), 생것",0.1,9,11.3,45,141
24400,R01721,"소 부산물, 신장, 생것",2.2,15.6,1.7,122,90
24401,R01722,"소 부산물, 심장, 생것",0,15.8,4.2,70,105
24402,R01723,"소 부산물, 양(위), 생것",0.1,9.9,2,33,61
24403,R01724,"소 부산물, 천엽, 생것",0.1,10.3,0.7,28,51
24404,R01725,"소 부산물, 허파, 생것",1.6,15.8,0.9,54,82
24405,R01726,"소 부산물, 혀, 생것",0,13,14.5,87,186
24406,R01727,"소 부산물, 미국산, 간, 삶은것",5.13,29.08,5.26,79,191
24407,R01728,"소 부산물, 미국산, 골, 끓인것",1.48,11.67,10.53,108,151
24408,R01729,"소 부산물, 미국산, 신장, 끓인것",0,27.28,5.27,123,157
24409,R01730,"소 부산물, 미국산, 심장, 끓인것",0.15,28.48,4.73,59,165
24410,R01731,"소 부산물, 미국산, 허파, 삶은것",0,20.4,3.7,101,120
24411,R01732,"소 부산물, 미국산, 혀, 끓인것",0,19.29,22.3,65,284
24412,R01733,"소 부산물, 외국산, 대장, 생것",0,9.3,13,61,162
24413,R01734,"소불고기, 생것",4.3,11.5,7.8,396,136
24414,R01735,양지국물,0,1,0,26,4
24415,R01736,"우족국물, 중량3배물",0,0.3,0.1,14,2
24416,R01737,육포,20.2,49,8.2,2180,361
24417,R01738,잡뼈국물,0,4.3,1,61,27
24418,R01739,"송아지고기, 미국산, 갈비, 생것",0,18.86,9.01,89,162
24419,R01740,"송아지고기, 미국산, 갈비, 삶은것",0,32.43,12.53,95,251
24420,R01741,"송아지고기, 미국산, 갈비, 구운것",0,23.96,13.96,92,228
24421,R01742,"송아지고기, 미국산, 등심, 생것",0.07,20.07,10.07,98,177
24422,R01743,"송아지고기, 미국산, 등심, 삶은것",0,30.19,17.21,80,284
24423,R01744,"송아지고기, 미국산, 등심, 구운것",0,24.8,12.32,93,217
24424,R01745,"송아지고기, 미국산, 살코기, 생것",0,20.04,2.16,86,105
24425,R01746,"송아지고기, 미국산, 살코기, 삶은것",0,35.73,5.33,90,201
24426,R01747,"송아지고기, 미국산, 어깨, 생것",0,19.34,5.44,83,132
24427,R01748,"송아지고기, 미국산, 어깨, 삶은것",0,33.63,10.24,87,236
24428,R01749,"송아지고기, 미국산, 어깨, 구운것",0,25.46,8.25,90,183
24429,R01750,"송아지고기, 미국산, 채끝(채끝살), 생것",0,19.07,7.81,76,152
24430,R01751,"송아지고기, 미국산, 채끝(채끝살), 삶은것",0,31.26,13.14,79,252
24431,R01752,"송아지고기, 미국산, 채끝(채끝살), 구운것(오븐)",0,25.14,10.45,83,202
24432,R01753,"송아지 부산물, 미국산, 간, 생것",2.91,19.93,4.85,77,140
24433,R01754,"송아지 부산물, 미국산, 간, 삶은것",3.77,28.42,6.26,78,192
24434,R01755,"송아지 부산물, 미국산, 골, 생것",0,10.32,8.21,127,118
24435,R01756,"송아지 부산물, 미국산, 골, 삶은것",0,11.48,9.63,156,136
24436,R01757,"송아지 부산물, 미국산, 신장, 생것",0.85,15.76,3.12,178,99
24437,R01758,"송아지 부산물, 미국산, 신장, 삶은것",0,26.32,5.66,110,163
24438,R01759,"송아지 부산물, 미국산, 심장, 생것",0.08,17.18,3.98,77,110
24439,R01760,"송아지 부산물, 미국산, 심장, 삶은것",0.13,29.12,6.75,58,186
24440,R01761,"송아지 부산물, 미국산, 허파, 생것",0,16.3,2.3,108,90
24441,R01762,"송아지 부산물, 미국산, 허파, 삶은것",0,18.74,2.64,56,104
24442,R01763,"송아지 부산물, 미국산, 혀, 생것",1.91,17.18,5.48,82,131
24443,R01764,"송아지 부산물, 미국산, 혀, 삶은것",0,25.85,10.1,64,202
24444,R01765,"양고기, 외국산, 다리, 생것",0.1,18.8,15.3,37,224
24445,R01766,"어린양고기, 미국산, 갈비, 생것",0,14.52,34.39,56,372
24446,R01767,"어린양고기, 미국산, 갈비, 구운것(오븐)",0,21.12,29.82,73,359
24447,R01768,"어린양고기, 미국산, 다리, 생것",0,18.58,13.49,57,201
24448,R01769,"어린양고기, 미국산, 다리, 구운것(오븐)",0,26.41,12.45,65,225
24449,R01770,"어린양고기, 미국산, 살코기, 생것",0,20.88,5.94,68,143
24450,R01771,"어린양고기, 미국산, 어깨, 생것",0,16.58,21.45,61,264
24451,R01772,"어린양고기, 미국산, 어깨, 삶은것",0,28.68,24.55,75,344
24452,R01773,"어린양고기, 미국산, 어깨, 구운것(오븐)",0,22.51,19.97,66,276
24453,R01774,"어린양 부산물, 미국산, 간, 생것",1.78,20.38,5.02,70,139
24454,R01775,"어린양 부산물, 미국산, 간, 삶은것",2.53,30.57,8.81,56,220
24455,R01776,"염소고기, 생것",0,19.88,10.31,70,178
24456,R01777,"염소고기, 삶은것",0,29.39,13.51,39,247
24457,R01778,"염소고기, 외국산, 생것",0.2,21.9,1.5,45,107
24458,R01779,"오리고기, 껍질 포함, 생것",0,16.63,18.99,70,242
24459,R01780,"오리고기, 살코기, 생것",0,21,3.07,83,117
24460,R01781,"오리고기, 산오리, 생것",0.2,14.4,21.6,48,257
24461,R01782,"오리고기, 집오리, 생것",0.1,16,27.6,85,318
24462,R01783,"오리고기, 집오리, 살코기, 생것",0,17.7,8.1,80,149
24463,R01784,"자라고기, 외국산, 생것",0.5,16.4,13.4,69,197
24464,R01785,"칠면조고기, 미국산, 생것",0.13,21.64,5.64,112,143
24465,R01786,"칠면조고기, 미국산, 끓인것",0,27.37,10.4,78,203
24466,R01787,"칠면조고기, 미국산, 구운것",0.06,28.55,7.39,103,189
24467,R01788,"토끼고기, 집토끼, 생것",0.6,21.7,4.4,56,135
24468,R01789,"토끼고기, 집토끼, 끓인것",0,33.02,3.51,45,173
24469,R01790,"말고기, 생것",0.3,20.1,2.5,50,110
24470,R01791,"거위알, 생것",0.8,13.2,14.1,45,193
24471,R01792,"거위알, 삶은것",1,12.7,13.6,45,187
24472,R01793,"기러기알, 생것",2.4,12.3,13.9,143,193
24473,R01794,"기러기알, 삶은것",4,13.1,14.9,138,212
24474,R01795,"달걀, 생것",3.41,12.44,7.37,131,136
24475,R01796,"달걀, 가루",4.47,82.4,0.04,1238,376
24476,R01797,"달걀, 삶은것",2.19,13.94,7.97,140,143
24477,R01798,"달걀, 난백, 생것",1.03,10.87,0.02,171,51
24478,R01799,"달걀, 난백, 삶은것",0,12.78,0.05,145,56
24479,R01800,"달걀, 난황, 생것",9.32,14.7,23.45,57,318
24480,R01801,"달걀, 난황, 삶은것",1.37,16.46,32.16,47,379
24481,R01805,"달걀부침, 부친것",3.79,15.12,13.46,162,206
24482,R01806,"수란, 중탕",0.2,12.3,11.7,110,164
24483,R01807,"스크램블에그, 볶은것",1.61,9.99,10.98,145,149
24484,R01808,"메추리알, 생것",1.66,12.8,9.02,137,146
24485,R01809,"메추리알, 삶은것",1.67,12.48,10.12,94,155
24486,R01810,"오리알, 생것",2.03,13.11,11.32,136,171
24487,R01811,"피단, 오리알",0.5,13.4,12.2,850,175
24488,R01812,"청둥오리알, 생것",1,13.6,12.3,0,178
24489,R01813,"가다랑어, 생것",0.3,25.9,1.8,44,128
24490,R01814,"가다랑어, 유지통조림",0.3,29,4.8,800,168
24491,R01815,가다랑어 육수,0,0,0,0,0
24492,R01816,"가라지, 생것",0.7,14.8,1.3,0,78
24493,R01817,"가물치, 생것",0.3,18.2,0.8,86,86
24494,R01818,"가시망독, 생것",0,22.4,0.7,20,102
24495,R01819,"가오리, 조미하여 말린것",35.8,39.3,0.6,0,312
24496,R01820,"가오리, 나비가오리, 생것",0,17.3,0.7,0,80
24497,R01821,"가오리, 노랑가오리, 생것",0,21.6,0.6,254,98
24498,R01822,"가오리, 목탁가오리, 생것",0,22.2,0.5,0,99
24499,R01823,"가오리, 전기가오리, 생것",0,13,1,0,65
24500,R01824,"가자미, 생것",0.3,22.1,3.7,230,129
24501,R01825,"가자미, 각시가자미, 생것",0,16.8,1.4,0,84
24502,R01826,"가자미, 갈가자미, 생것",0.2,18.3,1.3,0,91
24503,R01827,"가자미, 기름가자미, 생것",0.7,18.2,0.4,0,84
24504,R01828,"가자미, 눈가자미, 생것",0.3,19.4,1.1,0,94
24505,R01829,"가자미, 돌가자미, 생것",0,20,0.6,185,91
24506,R01830,"가자미, 문치가자미, 생것",0.5,19.9,0.7,0,93
24507,R01831,"가자미, 범가자미, 생것",0.8,18.2,0.2,0,83
24508,R01832,"가자미, 술봉가자미, 생것",0,16.8,1.4,0,84
24509,R01833,"가자미, 용가자미, 생것",0.1,18.1,0.6,0,83
24510,R01834,"가자미, 줄가자미, 생것",0.2,17.4,0.2,178,77
24511,R01835,"가자미, 참가자미, 생것",0.4,19.4,0.2,0,86
24512,R01836,"갈치, 생것",0.1,18.5,7.5,100,147
24513,R01837,"갈치, 염장",0.1,26.3,8.1,2056,186
24514,R01838,"갈치, 동갈치, 생것",0.4,19.8,1.3,0,98
24515,R01839,"갈치, 동동갈치, 생것",0,20,3.9,0,121
24516,R01840,"갈치젓, 염절임",0,10.4,14.9,0,179
24517,R01841,"강달이, 눈강달이, 생것",0.1,17,3.9,0,108
24518,R01842,"강달이젓, 눈강달이젓, 염절임",0,14,5.1,0,106
24519,R01843,"게르치, 생것",0,20.8,7.5,85,156
24520,R01844,"게르치, 삶은것",0,22.2,8.4,80,173
24521,R01845,"고등어, 생것",0,20.2,10.4,75,180
24522,R01846,"고등어, 반건조",0.2,18.7,28.5,680,348
24523,R01847,"고등어, 삶은것",0.3,22.6,22.6,94,309
24524,R01848,"고등어, 구운것",0.4,25.2,22.4,120,318
24525,R01849,"고등어, 통조림",0.1,16.3,9.9,890,159
24526,R01850,"고등어, 자반고등어, 염장",6.36,18.99,16.14,340,251
24527,R01851,"고등어, 남해, 생것",0,21.06,13.34,25,210
24528,R01852,"고등어, 서해, 생것",0,20.26,21.23,30,278
24529,R01853,"괴도라치, 생것",0,17.2,0.1,0,74
24530,R01854,"군평선이, 생것",0.2,18.5,2.6,0,103
24531,R01855,"기름종개, 생것",0.5,17.5,3.3,0,106
24532,R01856,"까나리, 생것",0.3,16,4.8,120,113
24533,R01857,"까나리, 삶아서 말린것",1.5,43.1,6.1,2800,245
24534,R01858,"꺽저기, 생것",0.1,19.5,1,0,93
24535,R01859,"꼬치고기, 생것",0.7,20.5,0.8,0,97
24536,R01860,"꼼치, 생것",0,16.4,0.1,0,71
24537,R01861,"꽁치, 생것",0.4,22.7,4.7,80,141
24538,R01862,"꽁치, 말린것",0,22.7,8.6,0,175
24539,R01863,"꽁치, 구운것",0.2,23.9,17.9,130,270
24540,R01864,"꽁치, 염장",0.2,20.1,9.8,4300,175
24541,R01865,"꽁치, 조미통조림",2.4,19,10.3,500,183
24542,R01866,"날치, 생것",0.1,22.2,0.5,0,100
24543,R01867,"날치, 염장",0,26.4,1.3,4,124
24544,R01868,"날치 부산물, 알, 생것",8.3,10.2,2.2,1305,96
24545,R01869,"납지리, 생것",0.1,17.5,1.2,0,86
24546,R01870,"넙치(광어), 생것",0,22.36,3.28,49,125
24547,R01871,"넙치(광어) 부산물, 껍질, 생것",0,29.3,4.7,0,168
24548,R01872,"네동가리, 생것",0.1,19.2,0.1,0,83
24549,R01873,"노랑촉수, 생것",8.3,7.1,19.5,0,238
24550,R01874,"노래미, 생것",0.8,17.5,1.3,0,90
24551,R01875,"노래미, 줄노래미, 생것",0,17.5,1.2,0,86
24552,R01876,"노래미, 쥐노래미, 생것",0.5,21,3,0,119
24553,R01877,"놀래기, 생것",0,19.2,2.8,0,107
24554,R01878,"놀래기, 사랑놀래기, 생것",0,20.3,1.9,0,104
24555,R01879,"놀래기, 용치놀래기, 생것",0.4,19.3,0.2,0,86
24556,R01880,"놀래기, 황놀래기, 생것",0.1,18.9,1.9,0,98
24557,R01881,"농어, 생것",0.2,18.2,1.9,108,96
24558,R01882,"농어, 구운것",0,23.63,2.56,87,124
24559,R01883,"농어, 점농어, 생것",0.4,18.5,5.2,0,127
24560,R01884,"누치, 생것",0.8,17.3,3,0,104
24561,R01885,"눈볼대, 생것",0,22.3,5.3,0,143
24562,R01886,"눈퉁멸, 생것",0.4,18.5,6.2,0,136
24563,R01887,"눈퉁멸, 포, 말린것",11.1,58.6,5.4,0,342
24564,R01888,"능성어, 생것",0.3,18.8,1.3,0,93
24565,R01889,"다금바리, 생것",0.1,19.3,1.9,102,100
24566,R01890,"다랑어, 참다랑어, 생것",0,23.99,8.09,62,175
24567,R01891,"다랑어, 참다랑어, 냉동",0.1,24.5,1,40,114
24568,R01892,"다랑어, 참다랑어, 구운것",0,29.91,6.28,50,184
24569,R01893,"다랑어, 참다랑어, 유지통조림",0,22.31,10.6,157,191
24570,R01894,"다랑어, 참다랑어, 붉은살, 생것",0.1,26.4,1.4,49,125
24571,R01895,"다랑어, 참다랑어, 지방육, 생것",0.1,20.1,27.5,71,344
24572,R01896,"다랑어, 황다랑어, 생것",0.2,23.9,1.3,0,115
