,id,name,carb,protein,fat,salt,kcal
419,D10131,직화 스테이크 더블치즈엣지(오리지널 L),0,24,0,1006,480
420,D10132,치즈(오리지널 L),0,20,0,815,364
421,D10133,치즈(오리지널 M),0,24,0,638,466
422,D10134,치즈(나폴리L),0,15,0,403,285
423,D10135,치즈(나폴리M),0,19,0,574,352
424,D10136,치즈(씬 L),0,18,0,460,305
425,D10137,치즈(씬 M),0,17,0,423,314
426,D10138,치즈(슈퍼시드 함유 도우L),0,20,0,572,374
427,D10139,치즈(슈퍼시드 함유 도우M),0,24,0,626,491
428,D10140,치즈 더블치즈엣지(오리지널 L),0,14,0,345,292
429,D10141,치즈가든(오리지널 L),0,29,0,905,601
430,D10142,치즈가든(오리지널 M),0,10,0,353,250
431,D10143,치즈가든(나폴리L),0,14,0,412,287
432,D10144,치즈가든(나폴리M),0,16,0,591,363
433,D10145,치즈가든(씬 L),0,9,0,338,209
434,D10146,치즈가든(씬 M),0,12,0,432,303
435,D10147,치즈가든(슈퍼시드 함유 도우L),0,10,0,375,249
436,D10148,치즈가든(슈퍼시드 함유 도우M),0,11,0,372,245
437,D10149,치즈가든 더블치즈엣지(오리지널 L),0,11,0,433,296
438,D10150,치즈가든 더블치즈엣지(오리지널 M),0,15,0,536,316
439,D10151,치즈피자 더블치즈엣지(오리지널 M),0,19,0,681,380
440,D10152,페퍼로니(오리지널 L),0,20,0,539,397
441,D10153,페퍼로니(오리지널 M),0,14,0,401,271
442,D10154,페퍼로니(나폴리L),0,16,0,445,327
443,D10155,페퍼로니(나폴리M),0,24,0,680,426
444,D10156,페퍼로니(씬 L),0,20,0,558,384
445,D10157,페퍼로니(씬 M),0,22,0,567,386
446,D10158,페퍼로니(슈퍼시드 함유 도우L),0,18,0,503,336
447,D10159,페퍼로니(슈퍼시드 함유 도우M),0,14,0,348,283
448,D10160,페퍼로니 더블치즈엣지(오리지널 L),0,16,0,445,341
449,D10161,페퍼로니 더블치즈엣지(오리지널 M),0,16,0,480,341
450,D10162,포테이토(오리지널 L),0,20,0,576,403
451,D10163,포테이토(오리지널 M),0,15,0,380,322
452,D10164,포테이토(나폴리L),0,16,0,380,352
453,D10165,포테이토(나폴리M),0,15,0,332,260
454,D10166,포테이토(씬 L),0,16,0,338,292
455,D10167,포테이토(씬 M),0,12,0,298,224
456,D10168,포테이토(슈퍼시드 함유 도우L),0,12,0,296,243
457,D10169,포테이토(슈퍼시드 함유 도우M),0,15,0,349,317
458,D10170,포테이토 더블치즈엣지(오리지널 L),0,16,0,377,350
459,D10171,포테이토 더블치즈엣지(오리지널 M),0,18,0,459,362
460,D10172,핫치킨(오리지널 L),0,21,0,495,422
461,D10173,핫치킨(오리지널 M),0,13,0,601,287
462,D10174,핫치킨(나폴리L),0,15,0,684,346
463,D10175,핫치킨(나폴리M),0,22,0,1066,466
464,D10176,핫치킨(씬 L),0,14,0,588,274
465,D10177,핫치킨(씬 M),0,20,0,942,410
466,D10178,핫치킨(슈퍼시드 함유 도우L),0,15,0,736,323
467,D10179,핫치킨(슈퍼시드 함유 도우M),0,13,0,563,297
468,D10180,핫치킨 더블치즈엣지(오리지널 L),0,16,0,632,361
469,D10181,핫치킨 더블치즈엣지(오리지널 M),0,18,0,757,356
470,D10182,먹물 오징어링,0,22,0,873,441
471,D10183,슈퍼곡물 치킨(10조각),0,17,0,721,650
472,D10184,옥수수 버터구이(6개),0,36,0,1025,481
473,D10185,치킨퐁듀 그라탕,0,36,0,542,370
474,D10186,퀴노아 치킨 샐러드,0,32,0,1965,827
475,D10187,트러플 리조또,0,8,0,153,121
476,D10188,포테이토 순살치킨(3조각),0,17,0,1123,650
477,D10189,프레시 코울슬로,0,42,0,1199,729
478,D10190,프레시 콘샐러드,0,1,0,158,133
479,D10191,프렌치 라따뚜이,0,2,0,315,135
480,D10192,하프&하프 스파게티 (NEW 치즈 & 화이트 크림),0,20,0,1237,382
481,D10193,화이트 크림 스파게티,0,28,0,1347,705
482,D10194,NEW 치즈 볼로네즈 스파게티,0,29,0,1258,851
483,D10195,미닛메이드 스파클링 청포도 1.25L,0,27,0,1444,559
484,D10196,스프라이트 1.5L,0,0,0,38,450
485,D10197,스프라이트 500ml,0,0,0,150,700
486,D10198,씨그램(레몬맛) 350ml,0,0,0,50,233
487,D10199,코카콜라 1.25L,0,0,0,12,92
488,D10200,코카콜라 500ml,0,0,0,37.5,550
489,D10201,코카콜라 제로 1.5L,0,0,0,15,216
490,D10202,코카콜라 제로 500ml,0,0,0,100,0
491,D10203,티본스테이크&쉬림프(클래식)M,0,22,0,740,433
492,D10204,티본스테이크&쉬림프(클래식)L,0,11,0,380,226
493,D10205,티본스테이크&쉬림프(크런치)M,0,13,0,480,292
494,D10206,티본스테이크&쉬림프(크런치)L,0,13,0,460,292
495,D10207,티본스테이크&쉬림프(리치골드)M,0,14,0,480,286
496,D10208,티본스테이크&쉬림프(리치골드)L,0,13,0,460,274
497,D10209,티본스테이크&쉬림프(치즈크러스트)M,0,14,0,460,260
498,D10210,티본스테이크&쉬림프(치즈크러스트)L,0,13,0,430,254
499,D10211,더블치즈 티본스테이크(클래식)M,0,23,0,900,466
500,D10212,더블치즈 티본스테이크(클래식)L,0,22,0,880,471
501,D10213,더블치즈 티본스테이크(크런치)M,0,13,0,490,284
502,D10214,더블치즈 티본스테이크(크런치)L,0,13,0,480,285
503,D10215,더블치즈 티본스테이크(리치골드)M,0,14,0,520,282
504,D10216,더블치즈 티본스테이크(리치골드)L,0,13,0,480,267
505,D10217,더블치즈 티본스테이크(치즈크러스트)M,0,14,0,500,257
506,D10218,더블치즈 티본스테이크(치즈크러스트)L,0,13,0,460,248
507,D10219,쉬림프올인(클래식)M,0,23,0,650,392
508,D10220,쉬림프올인(클래식)L,0,12,0,330,207
509,D10221,쉬림프올인(크런치)M,0,12,0,430,274
510,D10222,쉬림프올인(크런치)L,0,13,0,450,290
511,D10223,쉬림프올인(리치골드)M,0,14,0,440,274
512,D10224,쉬림프올인(리치골드)L,0,13,0,420,270
513,D10225,쉬림프올인(치즈크러스트)M,0,13,0,400,247
514,D10226,쉬림프올인(치즈크러스트)L,0,13,0,400,249
515,D10227,갈릭버터쉬림프(클래식)M,0,21,0,640,440
516,D10228,갈릭버터쉬림프(클래식)L,0,11,0,340,233
517,D10229,갈릭버터쉬림프(크런치)M,0,13,0,450,294
518,D10230,갈릭버터쉬림프(크런치)L,0,14,0,480,312
519,D10231,갈릭버터쉬림프(리치골드)M,0,15,0,470,294
520,D10232,갈릭버터쉬림프(리치골드)L,0,15,0,460,293
521,D10233,갈릭버터쉬림프(치즈크러스트)M,0,14,0,420,266
522,D10234,갈릭버터쉬림프(치즈크러스트)L,0,14,0,420,271
523,D10235,토핑킹(크런치)M,0,13,0,510,297
524,D10236,토핑킹(크런치)L,0,14,0,530,310
525,D10237,토핑킹(리치골드)M,0,16,0,530,297
526,D10238,토핑킹(리치골드)L,0,15,0,510,291
527,D10239,토핑킹(치즈크러스트)M,0,14,0,480,270
528,D10240,토핑킹(치즈크러스트)L,0,14,0,460,269
529,D10241,치즈킹(크런치)M,0,15,0,520,322
530,D10242,치즈킹(크런치)L,0,15,0,530,331
531,D10243,치즈킹(리치골드)M,0,17,0,540,322
532,D10244,치즈킹(리치골드)L,0,17,0,520,311
533,D10245,치즈킹(치즈크러스트)M,0,16,0,490,295
534,D10246,치즈킹(치즈크러스트)L,0,16,0,470,290
535,D10247,큐브스테이크(크런치)M,0,12,0,510,304
536,D10248,큐브스테이크(크런치)L,0,13,0,550,321
537,D10249,큐브스테이크(리치골드)M,0,15,0,540,304
538,D10250,큐브스테이크(리치골드)L,0,14,0,540,301
539,D10251,큐브스테이크(치즈크러스트)M,0,14,0,490,276
540,D10252,큐브스테이크(치즈크러스트)L,0,13,0,490,280
541,D10253,갈릭마블 스테이크(크런치)M,0,12,0,464,284
542,D10254,갈릭마블 스테이크(크런치)L,0,13,0,479,300
543,D10255,갈릭마블 스테이크(리치골드)M,0,13,0,498,284
544,D10256,갈릭마블 스테이크(리치골드)L,0,14,0,480,300
545,D10257,갈릭마블 스테이크(치즈크러스트)M,0,13,0,471,257
546,D10258,갈릭마블 스테이크(치즈크러스트)L,0,13,0,457,259
547,D10259,쉬림프&스테이크 올인(크런치)M,0,12,0,0,278
548,D10260,쉬림프&스테이크 올인(크런치)L,0,13,0,0,294
549,D10261,쉬림프&스테이크 올인(리치골드)M,0,14,0,0,292
550,D10262,쉬림프&스테이크 올인(리치골드)L,0,14,0,0,290
551,D10263,쉬림프&스테이크 올인(치즈크러스트)M,0,13,0,0,250
552,D10264,쉬림프&스테이크 올인(치즈크러스트)L,0,13,0,0,253
553,D10265,직화불고기(크런치)M,0,13,0,430,296
554,D10266,직화불고기(크런치)L,0,13,0,450,308
555,D10267,직화불고기(리치골드)M,0,15,0,450,296
556,D10268,직화불고기(리치골드)L,0,14,0,430,289
557,D10269,직화불고기(치즈크러스트)M,0,28,0,800,536
558,D10270,직화불고기(치즈크러스트)L,0,26,0,770,535
559,D10271,수퍼슈프림(크런치)M,0,12,0,423,285
560,D10272,수퍼슈프림(크런치)L,0,13,0,462,309
561,D10273,수퍼슈프림(리치골드)M,0,14,0,458,283
562,D10274,수퍼슈프림(리치골드)L,0,15,0,463,289
563,D10275,수퍼슈프림(치즈크러스트)M,0,13,0,407,256
564,D10276,수퍼슈프림(치즈크러스트)L,0,14,0,406,267
565,D10277,베이컨포테이토(크런치)M,0,12,0,460,313
566,D10278,베이컨포테이토(크런치)L,0,13,0,487,333
567,D10279,베이컨포테이토(리치골드)M,0,14,0,495,311
568,D10280,베이컨포테이토(리치골드)L,0,14,0,482,313
569,D10281,베이컨포테이토(치즈크러스트)M,0,13,0,469,284
570,D10282,베이컨포테이토(치즈크러스트)L,0,13,0,465,291
571,D10283,직화불고기L,0,21,0,507,445
572,D10284,페페로니M,0,15,0,460,339
573,D10285,페페로니L,0,18,0,551,404
574,D10286,수퍼슈프림L,0,22,0,549,445
575,D10287,치즈M,0,17,0,420,346
576,D10288,치즈L,0,20,0,500,411
577,D10289,펩시 500mL,0,0,0,17,217
578,D10290,펩시 1.25L,0,0,0,35,541
579,D10291,칠성사이다 500mL,0,0,0,10,208
580,D10292,칠성사이다 1.25L,0,0,0,25,520
581,D10293,콘샐러드,0,2,0,272,100
582,D10294,코울슬로,0,1,0,204,87
583,D10296,크림치킨파스타,0,24,0,1250,633
584,D10297,상하이쉬림프파스타,0,22,0,1630,498
585,D10298,팝콘치킨,0,21,0,420,416
586,D10299,치즈볼,0,21,0,420,413
587,D10300,오리지날 윙 4조각,0,27,0,650,270
588,D10301,오리지날 윙 8조각,0,54,0,1310,540
589,D10302,스파이시윙 4조각,0,28,0,950,373
590,D10303,스파이시윙 8조각,0,55,0,1600,643
591,D10304,치킨텐더 4조각,0,20,0,750,283
592,D10305,치킨텐더 8조각,0,39,0,1500,567
593,D10306,리치치즈파스타,0,24,0,930,690
594,D10307,그뤼에르 퐁듀소스,0,3,0,250,106
595,D10308,치즈크러스트 디핑소스,0,0,0,58,60
596,D10309,핫소스,0,0,0,12,1
597,D10310,바른생피클 L,0,0,0,5,50
598,D10311,바른생피클 M,0,0,0,5,55
599,D10312,갓치킨L(바삭한 크런치),0,17,0,600,410
600,D10313,갓치킨L(쫄깃한 클래식),0,20,0,583,381
601,D10314,순삭포테이토L(바삭한 크런치),0,15,0,560,496
602,D10315,순삭포테이토L(쫄깃한 클래식),0,17,0,626,353
603,D10316,케미콤보(쫄깃한 클래식),0,17,0,552,371
604,D10317,케미콤보(바삭한 크런치),0,16,0,520,306
605,D10318,폭폭치즈L(쫄깃한 클래식),0,21,0,645,413
606,D10319,폭폭치즈L(바삭한 크런치),0,18,0,532,372
607,D10320,얌얌페페로니L(쫄깃한 클래식),0,16,0,631,343
608,D10321,얌얌페페로니L(바삭한 크런치),0,15,0,488,343
609,D10322,씨푸드아일랜드 노엣지 R,0,14,0,550,265
610,D10323,씨푸드아일랜드 해쉬브라운R,0,15,0,598,311
611,D10324,씨푸드아일랜드 골드R,0,15,0,601,300
612,D10325,씨푸드아일랜드 크림치즈R,0,14,0,587,309
613,D10326,씨푸드아일랜드 에그타르트R,0,14,0,557,306
614,D10327,씨푸드아일랜드 치즈캡 R,0,16,0,630,297
615,D10328,씨푸드아일랜드 노엣지 L,0,16,0,670,341
616,D10329,씨푸드아일랜드 해쉬브라운 L,0,17,0,729,396
617,D10330,씨푸드아일랜드 골드L,0,18,0,734,383
618,D10331,씨푸드아일랜드 크림치즈 L,0,17,0,715,394
619,D10332,씨푸드아일랜드 에그타르트 L,0,17,0,679,390
620,D10333,씨푸드아일랜드 치즈캡 L,0,19,0,753,374
621,D10334,제주흑도새기 노엣지 R,0,34,0,792,454
622,D10335,제주흑도새기 해쉬브라운R,0,18,0,444,273
623,D10336,제주흑도새기 골드R,0,19,0,447,262
624,D10337,제주흑도새기 크림치즈R,0,18,0,433,271
625,D10338,제주흑도새기 에그타르트R,0,18,0,403,268
626,D10339,제주흑도새기 치즈캡 R,0,20,0,476,259
627,D10340,제주흑도새기 노엣지 L,0,18,0,464,296
628,D10341,제주흑도새기 해쉬브라운 L,0,19,0,524,352
629,D10342,제주흑도새기 골드L,0,20,0,528,339
630,D10343,제주흑도새기 크림치즈 L,0,19,0,509,350
631,D10344,제주흑도새기 에그타르트 L,0,18,0,473,346
632,D10345,제주흑도새기 치즈캡 L,0,21,0,547,329
633,D10346,치즈블라썸 스테이크 노엣지 R,0,31,0,844,510
634,D10347,치즈블라썸 스테이크 해쉬브라운R,0,17,0,470,301
635,D10348,치즈블라썸 스테이크 골드R,0,17,0,473,289
636,D10349,치즈블라썸 스테이크 크림치즈R,0,17,0,459,299
637,D10350,치즈블라썸 스테이크 에그타르트R,0,16,0,429,296
638,D10351,치즈블라썸 스테이크 치즈캡 R,0,16,0,548,262
639,D10352,치즈블라썸 스테이크 노엣지 L,0,18,0,558,321
640,D10353,치즈블라썸 스테이크 해쉬브라운 L,0,19,0,617,377
641,D10354,치즈블라썸 스테이크 골드L,0,20,0,621,364
642,D10355,치즈블라썸 스테이크 크림치즈 L,0,19,0,603,375
643,D10356,치즈블라썸 스테이크 에그타르트 L,0,18,0,567,371
644,D10357,치즈블라썸 스테이크 치즈캡 L,0,21,0,640,354
645,D10358,새우천왕 노엣지(오리진)R,0,22,0,742,435
646,D10359,새우천왕 치즈캡R,0,27,0,903,499
647,D10360,새우천왕 해쉬브라운R,0,12,0,419,233
648,D10361,새우천왕 에그타르트R,0,11,0,378,231
649,D10362,새우천왕 골드R,0,12,0,422,231
650,D10363,새우천왕 크림치즈R,0,12,0,408,234
651,D10364,새우천왕 노엣지(오리진)L,0,14,0,452,278
652,D10365,새우천왕 치즈캡L,0,16,0,535,311
653,D10366,새우천왕 해쉬브라운L,0,15,0,511,334
654,D10367,새우천왕 에그타르트L,0,14,0,461,327
655,D10368,새우천왕 골드L,0,15,0,516,320
656,D10369,새우천왕 크림치즈L,0,15,0,497,332
657,D10370,치우천왕 오리진R,0,22,0,718,450
658,D10371,치우천왕 치즈캡R,0,29,0,885,454
659,D10372,치우천왕 해쉬브라운R,0,25,0,821,481
660,D10373,치우천왕 에그타르트R,0,24,0,739,472
661,D10374,치우천왕 골드R,0,26,0,827,459
662,D10375,치우천왕 크림치즈R,0,25,0,798,477
663,D10376,치우천왕 노엣지L,0,14,0,554,265
664,D10377,치우천왕 치즈캡L,0,17,0,637,298
665,D10378,치우천왕 해쉬브라운L,0,15,0,614,321
666,D10379,치우천왕 에그타르트L,0,15,0,563,314
667,D10380,치우천왕 골드L,0,16,0,618,307
668,D10381,치우천왕 크림치즈L,0,15,0,599,319
669,D10382,트레비앙 해쉬브라운R,0,21,0,707,523
670,D10383,트레비앙 에그타르트R,0,20,0,626,514
671,D10384,트레비앙 오리진R,0,19,0,611,431
672,D10385,트레비앙 골드R,0,21,0,714,500
673,D10386,트레비앙 크림치즈R,0,20,0,684,519
674,D10387,트레비앙 치즈캡R,0,24,0,772,495
675,D10388,트레비앙 해쉬브라운L,0,15,0,480,348
676,D10389,트레비앙 에그타르트L,0,14,0,430,342
677,D10390,트레비앙 오리진L,0,13,0,421,292
678,D10391,트레비앙 골드L,0,15,0,485,335
679,D10392,트레비앙 크림치즈L,0,14,0,466,346
680,D10393,트레비앙 치즈캡L,0,16,0,504,325
681,D10394,러블리피스 해쉬브라운R,0,24,0,845,510
682,D10395,러블리피스 에그타르트R,0,23,0,763,501
683,D10396,러블리피스 오리진R,0,21,0,749,419
684,D10397,러블리피스 골드R,0,24,0,852,488
685,D10398,러블리피스 크림치즈R,0,12,0,411,253
686,D10399,러블리피스 치즈캡R,0,27,0,909,483
687,D10400,러블리피스 해쉬브라운L,0,13,0,516,308
688,D10401,러블리피스 에그타르트L,0,13,0,466,302
689,D10402,러블리피스 오리진L,0,12,0,457,253
690,D10403,러블리피스 골드L,0,14,0,521,295
691,D10404,러블리피스 크림치즈L,0,13,0,502,306
692,D10405,러블리피스 치즈캡L,0,15,0,540,286
693,D10406,스윗피스 해쉬브라운R,0,17,0,613,549
694,D10407,스윗피스 에그타르트R,0,16,0,531,540
695,D10408,스윗피스 오리진R,0,15,0,517,458
696,D10409,스윗피스 골드R,0,18,0,619,527
697,D10410,스윗피스 크림치즈R,0,17,0,590,545
698,D10411,스윗피스 치즈캡R,0,21,0,677,522
699,D10412,스윗피스 해쉬브라운L,0,11,0,393,376
700,D10413,스윗피스 에그타르트L,0,11,0,342,370
701,D10414,스윗피스 오리진L,0,10,0,334,320
702,D10415,스윗피스 골드L,0,12,0,397,363
703,D10416,스윗피스 크림치즈L,0,11,0,379,374
704,D10417,스윗피스 치즈캡L,0,13,0,416,353
705,D10418,로맨틱콤보 해쉬브라운R,0,20,0,729,530
706,D10419,로맨틱콤보 에그타르트R,0,19,0,647,521
707,D10420,로맨틱콤보 오리진R,0,18,0,633,438
708,D10421,로맨틱콤보 골드R,0,21,0,736,507
709,D10422,로맨틱콤보 크림치즈R,0,20,0,706,526
710,D10423,로맨틱콤보 치즈캡R,0,24,0,793,502
711,D10424,로맨틱콤보 해쉬브라운L,0,12,0,455,342
712,D10425,로맨틱콤보 에그타르트L,0,12,0,404,336
713,D10426,로맨틱콤보 오리진L,0,11,0,395,287
714,D10427,로맨틱콤보 골드L,0,13,0,459,329
715,D10428,로맨틱콤보 크림치즈L,0,12,0,440,340
716,D10429,로맨틱콤보 치즈캡L,0,14,0,478,320
717,D10430,포테이토 해쉬브라운R,0,17,0,646,436
718,D10431,포테이토 에그타르트R,0,16,0,564,427
719,D10432,포테이토 골드R,0,18,0,652,414
720,D10433,포테이토 크림치즈R,0,17,0,623,432
721,D10434,포테이토 해쉬브라운L,0,13,0,441,310
722,D10435,포테이토 에그타르트L,0,12,0,390,304
723,D10436,포테이토 골드L,0,13,0,445,297
724,D10437,포테이토 크림치즈L,0,12,0,426,308
725,D10438,쉬림프 해쉬브라운R,0,22,0,746,452
726,D10439,쉬림프 에그타르트R,0,21,0,665,442
727,D10440,쉬림프 오리진R,0,20,0,650,360
728,D10441,쉬림프 골드R,0,23,0,753,429
729,D10442,쉬림프 크림치즈R,0,22,0,723,448
730,D10443,쉬림프 치즈캡R,0,26,0,811,424
731,D10444,쉬림프 해쉬브라운L,0,13,0,517,287
732,D10445,쉬림프 에그타르트L,0,13,0,467,281
733,D10446,쉬림프 오리진L,0,12,0,458,231
734,D10447,쉬림프 골드L,0,14,0,521,273
735,D10448,쉬림프 크림치즈L,0,13,0,503,285
736,D10449,쉬림프 치즈캡L,0,15,0,540,264
737,D10450,하프앤하프 해쉬브라운R,0,20,0,696,444
738,D10451,하프앤하프 에그타르트R,0,19,0,615,435
739,D10452,하프앤하프 골드R,0,20,0,703,421
740,D10453,하프앤하프 크림치즈R,0,19,0,673,440
741,D10454,하프앤하프 해쉬브라운L,0,13,0,479,299
742,D10455,하프앤하프 에그타르트L,0,12,0,428,292
743,D10456,하프앤하프 골드L,0,14,0,483,285
744,D10457,하프앤하프 크림치즈L,0,13,0,465,297
745,D10458,풀드포크 오리진R,0,21,0,716,403
746,D10459,풀드포크 오리진L,0,15,0,463,274
747,D10460,칠리치킨 오리진R,0,25,0,685,368
748,D10461,칠리치킨 오리진L,0,14,0,398,250
749,D10462,올댓미트 오리진R,0,20,0,553,365
750,D10463,올댓미트 오리진L,0,22,0,720,413
751,D10464,트러플머쉬룸 오리진R,0,21,0,577,383
752,D10465,트러플머쉬룸 오리진L,0,29,0,800,515
753,D10466,부라타치즈 오리진R,0,18,0,500,372
754,D10467,부라타치즈 오리진L,0,26,0,698,486
755,D10468,찰떡단고감 노엣지R,0,16,0,318,252
756,D10469,찰떡단고감 노엣지L,0,16,0,395,270
757,D10470,핫앤핫 노엣지R,0,27,0,1104,451
758,D10471,핫앤핫 노엣지L,0,17,0,653,319
759,D10472,불고기 오리진R,0,17,0,651,337
760,D10473,불고기 치즈캡R,0,22,0,811,401
761,D10474,불고기 오리진L,0,19,0,721,382
762,D10475,불고기 치즈캡L,0,15,0,886,488
763,D10476,슈퍼콤보 오리진R,0,22,0,680,430
764,D10477,슈퍼콤보 패스츄리,0,21,0,648,492
765,D10478,슈퍼콤보 치즈캡R,0,27,0,840,494
766,D10479,슈퍼콤보 오리진L,0,12,0,468,281
767,D10480,슈퍼콤보 치즈캡L,0,15,0,551,314
768,D10481,포테이토피자 오리진R,0,16,0,632,353
769,D10482,포테이토피자 패스츄리,0,15,0,600,415
770,D10483,포테이토피자 치즈캡R,0,21,0,793,417
771,D10484,포테이토피자 오리진L,0,20,0,834,479
772,D10485,포테이토피자 치즈캡L,0,13,0,500,273
773,D10486,치즈스페셜 오리진R,0,16,0,465,336
774,D10487,치즈스페셜 패스츄리,0,15,0,433,398
775,D10488,치즈스페셜 치즈캡R,0,21,0,625,400
776,D10489,치즈스페셜 오리진L,0,21,0,561,411
777,D10490,치즈스페셜 치즈캡L,0,27,0,727,477
778,D10491,시카고딥 노엣지R,0,30,0,790,572
779,D10492,시카고딥 노엣지L,0,18,0,524,309
780,D10493,페퍼로니 플러스 오리진R,0,10,0,326,188
781,D10494,페퍼로니 플러스 치즈캡R,0,26,0,812,441
782,D10495,페퍼로니 플러스 오리진L,0,25,0,865,510
783,D10496,페퍼로니 플러스 치즈캡L,0,31,0,1030,576
784,D10497,하와이안스페셜 오리진R,0,22,0,609,370
785,D10498,하와이안스페셜 치즈캡R,0,28,0,770,435
786,D10499,하와이안스페셜 오리진L,0,27,0,793,483
787,D10500,하와이안스페셜 치즈캡L,0,16,0,479,275
788,D10501,트러플베지테리안 오리진R,0,17,0,532,343
789,D10502,트러플베지테리안 치즈캡R,0,23,0,693,407
790,D10503,트러플베지테리안 오리진L,0,23,0,927,471
791,D10504,트러플베지테리안 치즈캡L,0,14,0,546,269
